ActivityDate,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories,TotalIntensity,AverageIntensity,METs,TotalSleepRecords,TotalMinutesAsleep,TotalTimeInBed,weekday
2016-04-22,12764,8.13000011444092,8.13000011444092,0.0,4.76000022888184,1.12000000476837,2.24000000953674,0.0,66,27,130,1217,1827,382.0,0.2652778333333333,23242.0,1.0,277.0,323.0,Friday
2016-04-23,14371,9.03999996185303,9.03999996185303,0.0,2.80999994277954,0.870000004768372,5.3600001335144,0.0,41,21,262,732,1949,427.0,0.29652775000000003,24786.0,1.0,245.0,274.0,Saturday
2016-04-24,10039,6.40999984741211,6.40999984741211,0.0,2.92000007629395,0.209999993443489,3.27999997138977,0.0,39,5,238,709,1788,365.0,0.25347225,22746.0,1.0,366.0,393.0,Sunday
2016-04-25,15355,9.80000019073486,9.80000019073486,0.0,5.28999996185303,0.569999992847443,3.94000005722046,0.0,73,14,216,814,2013,463.0,0.3215277916666667,25596.0,1.0,341.0,354.0,Monday
2016-04-26,13755,8.78999996185303,8.78999996185303,0.0,2.32999992370605,0.920000016689301,5.53999996185303,0.0,31,23,279,833,1970,418.0,0.2902777916666667,25056.0,1.0,404.0,425.0,Tuesday
2016-04-27,18134,12.210000038147,12.210000038147,0.0,6.40000009536743,0.409999996423721,5.40999984741211,0.0,78,11,243,1108,2159,499.0,0.34652779166666664,27451.0,1.0,369.0,396.0,Wednesday
2016-04-28,13154,8.52999973297119,8.52999973297119,0.0,3.53999996185303,1.1599999666214,3.78999996185303,0.0,48,28,189,782,1898,389.0,0.270138875,24141.0,1.0,277.0,309.0,Thursday
2016-04-29,11181,7.15000009536743,7.15000009536743,0.0,1.05999994277954,0.5,5.57999992370605,0.0,16,12,243,815,1837,315.0,0.21875,23365.0,1.0,273.0,296.0,Friday
2016-04-30,14673,9.25,9.25,0.0,3.55999994277954,1.41999995708466,4.26999998092651,0.0,52,34,217,712,1947,441.0,0.30625004166666664,24763.0,1.0,247.0,264.0,Saturday
2016-05-01,10602,6.80999994277954,6.80999994277954,0.0,2.28999996185303,1.60000002384186,2.92000007629395,0.0,33,35,246,730,1820,415.0,0.28819445833333335,23282.0,1.0,334.0,367.0,Sunday
2016-05-02,14727,9.71000003814697,9.71000003814697,0.0,3.21000003814697,0.569999992847443,5.92000007629395,0.0,41,15,277,798,2004,430.0,0.2986112083333333,25655.0,1.0,331.0,349.0,Monday
2016-05-03,15103,9.65999984741211,9.65999984741211,0.0,3.73000001907349,1.04999995231628,4.88000011444092,0.0,50,24,254,816,1990,452.0,0.313888875,25477.0,1.0,594.0,611.0,Tuesday
2016-05-04,11100,7.15000009536743,7.15000009536743,0.0,2.46000003814697,0.870000004768372,3.8199999332428,0.0,36,22,203,1179,1819,355.0,0.2465277916666667,23287.0,1.0,338.0,342.0,Wednesday
2016-05-05,14070,8.89999961853027,8.89999961853027,0.0,2.92000007629395,1.08000004291534,4.88000011444092,0.0,45,24,250,857,1959,433.0,0.30069445833333336,25082.0,1.0,383.0,403.0,Thursday
2016-05-06,12159,8.02999973297119,8.02999973297119,0.0,1.97000002861023,0.25,5.80999994277954,0.0,24,6,289,754,1896,373.0,0.25902787499999996,24272.0,1.0,285.0,306.0,Friday
2016-05-07,11992,7.71000003814697,7.71000003814697,0.0,2.46000003814697,2.11999988555908,3.13000011444092,0.0,37,46,175,833,1821,378.0,0.2625000416666667,23311.0,1.0,119.0,127.0,Saturday
2016-05-08,10060,6.57999992370605,6.57999992370605,0.0,3.52999997138977,0.319999992847443,2.73000001907349,0.0,44,8,203,574,1740,351.0,0.24375,22275.0,1.0,124.0,142.0,Sunday
2016-05-09,12022,7.71999979019165,7.71999979019165,0.0,3.45000004768372,0.529999971389771,3.74000000953674,0.0,46,11,206,835,1819,366.0,0.25416679166666667,23289.0,1.0,796.0,961.0,Monday
2016-05-10,12207,7.76999998092651,7.76999998092651,0.0,3.34999990463257,1.1599999666214,3.25999999046326,0.0,46,31,214,746,1859,414.0,0.2875,23798.0,1.0,137.0,154.0,Tuesday
2016-05-11,12770,8.13000011444092,8.13000011444092,0.0,2.55999994277954,1.00999999046326,4.55000019073486,0.0,36,23,251,669,1783,393.0,0.3119048095238095,22053.0,1.0,644.0,961.0,Wednesday
2016-05-12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,0,146.0,0.10138891666666666,17234.0,1.0,722.0,961.0,Thursday
2016-04-12,8163,5.30999994277954,5.30999994277954,0.0,0.0,0.0,5.30999994277954,0.0,0,0,146,1294,1432,148.0,0.10277775,16990.0,1.0,590.0,961.0,Tuesday
2016-04-13,7007,4.55000019073486,4.55000019073486,0.0,0.0,0.0,4.55000019073486,0.0,0,0,148,1292,1411,236.0,0.16388895833333333,18918.0,3.0,750.0,775.0,Wednesday
2016-04-14,9107,5.92000007629395,5.92000007629395,0.0,0.0,0.0,5.90999984741211,0.0099999997764825,0,0,236,1204,1572,96.0,0.06666670833333334,16174.0,1.0,398.0,422.0,Thursday
2016-04-15,1510,0.980000019073486,0.980000019073486,0.0,0.0,0.0,0.970000028610229,0.0,0,0,96,1344,1344,176.0,0.12222220833333335,17614.0,2.0,475.0,499.0,Friday
2016-04-16,5370,3.49000000953674,3.49000000953674,0.0,0.0,0.0,3.49000000953674,0.0,0,0,176,1264,1463,216.0,0.15000004166666667,18706.0,1.0,296.0,315.0,Saturday
2016-04-17,6175,4.05999994277954,4.05999994277954,0.0,1.02999997138977,1.51999998092651,1.49000000953674,0.0099999997764825,15,22,127,1276,1554,267.0,0.18541675,19308.0,1.0,166.0,178.0,Sunday
2016-04-18,10536,7.40999984741211,7.40999984741211,0.0,2.15000009536743,0.620000004768372,4.61999988555908,0.0099999997764825,17,7,202,1214,1604,141.0,0.09791675,17274.0,1.0,503.0,546.0,Monday
2016-04-19,2916,1.89999997615814,1.89999997615814,0.0,0.0,0.0,1.89999997615814,0.0,0,0,141,1299,1435,151.0,0.104861125,17402.0,1.0,531.0,565.0,Tuesday
2016-04-20,4974,3.23000001907349,3.23000001907349,0.0,0.0,0.0,3.23000001907349,0.0,0,0,151,1289,1446,186.0,0.129166625,17650.0,1.0,545.0,568.0,Wednesday
2016-04-21,6349,4.13000011444092,4.13000011444092,0.0,0.0,0.0,4.1100001335144,0.0199999995529652,0,0,186,1254,1467,199.0,0.1381945,17700.0,1.0,523.0,573.0,Thursday
2016-04-22,4026,2.61999988555908,2.61999988555908,0.0,0.0,0.0,2.59999990463257,0.0,0,0,199,1241,1470,227.0,0.1576388333333333,18808.0,1.0,524.0,567.0,Friday
2016-04-23,8538,5.55000019073486,5.55000019073486,0.0,0.0,0.0,5.53999996185303,0.0099999997764825,0,0,227,1213,1562,269.0,0.18680549999999999,19460.0,1.0,437.0,498.0,Saturday
2016-04-24,6076,3.95000004768372,3.95000004768372,0.0,1.14999997615814,0.910000026226044,1.88999998569489,0.0,16,18,185,1221,1617,202.0,0.14027779166666668,17960.0,1.0,498.0,540.0,Sunday
2016-04-25,6497,4.21999979019165,4.21999979019165,0.0,0.0,0.0,4.19999980926514,0.0199999995529652,0,0,202,1238,1492,140.0,0.09722229166666667,16874.0,1.0,461.0,510.0,Monday
2016-04-26,2826,1.8400000333786,1.8400000333786,0.0,0.0,0.0,1.83000004291534,0.0099999997764825,0,0,140,1300,1402,277.0,0.19236116666666667,20098.0,1.0,477.0,514.0,Tuesday
2016-04-27,8367,5.44000005722046,5.44000005722046,0.0,1.11000001430511,1.87000000476837,2.46000003814697,0.0,17,36,154,1233,1670,125.0,0.08680558333333332,16870.0,1.0,520.0,545.0,Wednesday
2016-04-28,2759,1.78999996185303,1.78999996185303,0.0,0.0,0.200000002980232,1.60000002384186,0.0,0,5,115,1320,1401,150.0,0.10416670833333334,16900.0,1.0,522.0,554.0,Thursday
2016-04-29,2390,1.54999995231628,1.54999995231628,0.0,0.0,0.0,1.54999995231628,0.0,0,0,150,1290,1404,303.0,0.21041670833333334,19922.0,1.0,555.0,591.0,Friday
2016-04-30,6474,4.30000019073486,4.30000019073486,0.0,0.899999976158142,1.27999997138977,2.11999988555908,0.0099999997764825,11,23,224,1182,1655,855.0,0.5937500416666667,32380.0,1.0,506.0,531.0,Saturday
2016-05-01,36019,28.0300006866455,28.0300006866455,0.0,21.9200000762939,4.19000005722046,1.9099999666214,0.0199999995529652,186,63,171,1020,2690,199.0,0.13819441666666668,18016.0,1.0,508.0,545.0,Sunday
2016-05-02,7155,4.92999982833862,4.92999982833862,0.0,0.860000014305115,0.589999973773956,3.47000002861023,0.0,7,6,166,1261,1497,96.0,0.06666675,16056.0,1.0,513.0,545.0,Monday
2016-05-03,2100,1.37000000476837,1.37000000476837,0.0,0.0,0.0,1.3400000333786,0.0199999995529652,0,0,96,1344,1334,118.0,0.0819445,16472.0,1.0,490.0,510.0,Tuesday
2016-05-04,2193,1.42999994754791,1.42999994754791,0.0,0.0,0.0,1.41999995708466,0.0,0,0,118,1322,1368,117.0,0.08125008333333333,16496.0,1.0,573.0,607.0,Wednesday
2016-05-05,2470,1.61000001430511,1.61000001430511,0.0,0.0,0.0,1.58000004291534,0.0199999995529652,0,0,117,1323,1370,102.0,0.07083333333333333,16140.0,1.0,527.0,546.0,Thursday
2016-05-06,1727,1.12000000476837,1.12000000476837,0.0,0.0,0.0,1.12000000476837,0.0099999997764825,0,0,102,1338,1341,182.0,0.12638895833333333,17738.0,1.0,511.0,543.0,Friday
2016-05-07,2104,1.37000000476837,1.37000000476837,0.0,0.0,0.0,1.37000000476837,0.0,0,0,182,1258,1474,152.0,0.105555625,17176.0,1.0,538.0,560.0,Saturday
2016-05-08,3427,2.23000001907349,2.23000001907349,0.0,0.0,0.0,2.22000002861023,0.0,0,0,152,1288,1427,91.0,0.0631945,15988.0,1.0,468.0,485.0,Sunday
2016-05-09,1732,1.12999999523163,1.12999999523163,0.0,0.0,0.0,1.12999999523163,0.0,0,0,91,1349,1328,139.0,0.096527875,16766.0,1.0,524.0,548.0,Monday
2016-05-10,2969,1.92999994754791,1.92999994754791,0.0,0.0,0.0,1.91999995708466,0.0099999997764825,0,0,139,1301,1393,112.0,0.07777787500000001,16354.0,1.0,511.0,521.0,Tuesday
2016-05-11,3134,2.03999996185303,2.03999996185303,0.0,0.0,0.0,2.03999996185303,0.0,0,0,112,1328,1359,99.0,0.103125,11528.0,1.0,541.0,568.0,Wednesday
2016-05-12,2971,1.92999994754791,1.92999994754791,0.0,0.0,0.0,1.91999995708466,0.0099999997764825,0,0,107,890,1002,364.0,0.25277775,22768.0,1.0,531.0,556.0,Thursday
2016-04-12,10694,7.76999998092651,7.76999998092651,0.0,0.140000000596046,2.29999995231628,5.32999992370605,0.0,2,51,256,1131,3199,257.0,0.17847225,20656.0,1.0,357.0,380.0,Tuesday
2016-04-13,8001,5.82000017166138,5.82000017166138,0.0,2.27999997138977,0.899999976158142,2.64000010490417,0.0,30,16,135,1259,2902,383.0,0.26597224999999997,22960.0,1.0,523.0,553.0,Wednesday
2016-04-14,11037,8.02000045776367,8.02000045776367,0.0,0.360000014305115,2.55999994277954,5.09999990463257,0.0,5,58,252,1125,3226,187.0,0.129861125,19572.0,1.0,456.0,485.0,Thursday
2016-04-15,5263,3.82999992370605,3.82999992370605,0.0,0.219999998807907,0.150000005960464,3.45000004768372,0.0,3,4,170,1263,2750,449.0,0.3118055,24860.0,1.0,61.0,69.0,Friday
2016-04-16,15300,11.1199998855591,11.1199998855591,0.0,4.09999990463257,1.87999999523163,5.09000015258789,0.0,51,42,212,1135,3493,299.0,0.207638875,21426.0,1.0,467.0,531.0,Saturday
2016-04-17,8757,6.36999988555908,6.36999988555908,0.0,2.25,0.569999992847443,3.54999995231628,0.0,29,13,186,1212,3011,232.0,0.16111108333333332,19972.0,1.0,445.0,489.0,Sunday
2016-04-18,7132,5.19000005722046,5.19000005722046,0.0,1.07000005245209,1.66999995708466,2.45000004768372,0.0,15,33,121,1271,2806,385.0,0.26736112500000003,23158.0,1.0,452.0,504.0,Monday
2016-04-19,11256,8.18000030517578,8.18000030517578,0.0,0.360000014305115,2.52999997138977,5.30000019073486,0.0,5,58,278,1099,3300,125.0,0.0868055,17294.0,1.0,556.0,602.0,Tuesday
2016-04-20,2436,1.76999998092651,1.76999998092651,0.0,0.0,0.0,1.75999999046326,0.0099999997764825,0,0,125,1315,2430,38.0,0.026388916666666668,15232.0,1.0,500.0,557.0,Wednesday
2016-04-21,1223,0.889999985694885,0.889999985694885,0.0,0.0,0.0,0.879999995231628,0.0099999997764825,0,0,38,1402,2140,86.0,0.05972225,16682.0,1.0,465.0,514.0,Thursday
2016-04-22,3673,2.67000007629395,2.67000007629395,0.0,0.0,0.0,2.66000008583069,0.0099999997764825,0,0,86,1354,2344,190.0,0.1319445,19052.0,1.0,460.0,484.0,Friday
2016-04-23,6637,4.82999992370605,4.82999992370605,0.0,0.0,0.579999983310699,4.25,0.0,0,15,160,1265,2677,89.0,0.061805625,17176.0,1.0,405.0,461.0,Saturday
2016-04-24,3321,2.41000008583069,2.41000008583069,0.0,0.0,0.0,2.41000008583069,0.0,0,0,89,1351,2413,120.0,0.08333333333333333,17772.0,1.0,374.0,386.0,Sunday
2016-04-25,3580,2.59999990463257,2.59999990463257,0.0,0.589999973773956,0.0599999986588955,1.95000004768372,0.0,8,1,94,1337,2497,338.0,0.23472220833333335,22224.0,1.0,442.0,459.0,Monday
2016-04-26,9919,7.21000003814697,7.21000003814697,0.0,0.800000011920929,1.72000002861023,4.69000005722046,0.0,11,41,223,1165,3123,118.0,0.0819445,17716.0,1.0,433.0,471.0,Tuesday
2016-04-27,3032,2.20000004768372,2.20000004768372,0.0,0.0,0.0,2.20000004768372,0.0,0,0,118,1322,2489,342.0,0.23750000000000002,22122.0,1.0,436.0,490.0,Wednesday
2016-04-28,9405,6.84000015258789,6.84000015258789,0.0,0.200000002980232,2.3199999332428,4.30999994277954,0.0,3,53,227,1157,3108,120.0,0.083333375,17776.0,1.0,448.0,499.0,Thursday
2016-04-29,3176,2.30999994277954,2.30999994277954,0.0,0.0,0.0,2.30999994277954,0.0,0,0,120,1193,2498,571.0,0.3965278333333333,27370.0,1.0,408.0,450.0,Friday
2016-04-30,18213,13.2399997711182,13.2399997711182,0.0,0.629999995231628,3.14000010490417,9.46000003814697,0.0,9,71,402,816,3846,203.0,0.14097216666666668,19186.0,1.0,411.0,473.0,Saturday
2016-05-01,6132,4.46000003814697,4.46000003814697,0.0,0.239999994635582,0.990000009536743,3.23000001907349,0.0,3,24,146,908,2696,142.0,0.09861116666666665,18048.0,1.0,274.0,469.0,Sunday
2016-05-02,3758,2.73000001907349,2.73000001907349,0.0,0.0700000002980232,0.310000002384186,2.34999990463257,0.0,1,7,148,682,2580,436.0,0.30277783333333336,23632.0,2.0,295.0,456.0,Monday
2016-05-03,12850,9.34000015258789,9.34000015258789,0.0,0.720000028610229,4.09000015258789,4.53999996185303,0.0,10,94,221,1115,3324,52.0,0.036111125,15818.0,1.0,291.0,397.0,Tuesday
2016-05-04,2309,1.67999994754791,1.67999994754791,0.0,0.0,0.0,1.6599999666214,0.0199999995529652,0,0,52,1388,2222,123.0,0.08541666666666665,17533.0,1.0,424.0,556.0,Wednesday
2016-05-05,4363,3.19000005722046,3.19000005722046,0.0,0.519999980926514,0.540000021457672,2.13000011444092,0.0099999997764825,6,12,81,1341,2463,424.0,0.2944444583333333,24082.0,1.0,283.0,510.0,Thursday
2016-05-06,9787,7.11999988555908,7.11999988555908,0.0,0.819999992847443,0.270000010728836,6.01000022888184,0.0199999995529652,11,6,369,1054,3328,400.0,0.27777783333333333,24223.0,1.0,381.0,566.0,Friday
2016-05-07,13372,9.72000026702881,9.72000026702881,0.0,3.25999999046326,0.790000021457672,5.67000007629395,0.0099999997764825,41,17,243,1139,3404,295.0,0.204861125,21262.0,2.0,412.0,522.0,Saturday
2016-05-08,6724,4.8899998664856,4.8899998664856,0.0,0.0,0.0,4.88000011444092,0.0,0,0,295,991,2987,411.0,0.28541675,21408.0,1.0,219.0,395.0,Sunday
2016-05-09,6643,4.82999992370605,4.82999992370605,0.0,2.39000010490417,0.349999994039536,2.08999991416931,0.0099999997764825,32,6,303,1099,3008,229.0,0.15902779166666667,19924.0,2.0,152.0,305.0,Monday
2016-05-10,9167,6.65999984741211,6.65999984741211,0.0,0.879999995231628,0.810000002384186,4.96999979019165,0.0099999997764825,12,19,155,1254,2799,40.0,0.05555541666666667,8390.0,1.0,332.0,512.0,Tuesday
2016-05-11,1329,0.970000028610229,0.970000028610229,0.0,0.0,0.0,0.949999988079071,0.0099999997764825,0,0,49,713,1276,339.0,0.23541662500000002,21704.0,1.0,355.0,476.0,Wednesday
2016-04-12,6697,4.42999982833862,4.42999982833862,0.0,0.0,0.0,4.42999982833862,0.0,0,0,339,1101,2030,248.0,0.17222229166666667,19880.0,1.0,235.0,372.0,Tuesday
2016-04-13,4929,3.25999999046326,3.25999999046326,0.0,0.0,0.0,3.25999999046326,0.0,0,0,248,1192,1860,373.0,0.25902783333333335,22772.0,1.0,310.0,526.0,Wednesday
2016-04-14,7937,5.25,5.25,0.0,0.0,0.0,5.23000001907349,0.0,0,0,373,843,2130,176.0,0.12222220833333335,18446.0,1.0,262.0,467.0,Thursday
2016-04-15,3844,2.53999996185303,2.53999996185303,0.0,0.0,0.0,2.53999996185303,0.0,0,0,176,527,1725,147.0,0.10208333333333335,17716.0,1.0,250.0,371.0,Friday
2016-04-16,3414,2.25999999046326,2.25999999046326,0.0,0.0,0.0,2.25999999046326,0.0,0,0,147,1293,1657,221.0,0.15347220833333333,19172.0,1.0,349.0,540.0,Saturday
2016-04-17,4525,2.99000000953674,2.99000000953674,0.0,0.140000000596046,0.259999990463257,2.58999991416931,0.0,2,8,199,1231,1793,241.0,0.167361125,19384.0,1.0,261.0,423.0,Sunday
2016-04-18,4597,3.03999996185303,3.03999996185303,0.0,0.0,0.479999989271164,2.55999994277954,0.0,0,12,217,1211,1814,10.0,0.006944458333333334,14604.0,1.0,333.0,478.0,Monday
2016-04-19,197,0.129999995231628,0.129999995231628,0.0,0.0,0.0,0.129999995231628,0.0,0,0,10,1430,1366,1.0,0.0006944583333333334,14422.0,1.0,237.0,382.0,Tuesday
2016-04-20,8,0.0099999997764825,0.0099999997764825,0.0,0.0,0.0,0.0099999997764825,0.0,0,0,1,1439,1349,340.0,0.23611116666666665,22046.0,1.0,383.0,626.0,Wednesday
2016-04-21,8054,5.32000017166138,5.32000017166138,0.0,0.119999997317791,0.519999980926514,4.67999982833862,0.0,2,13,308,1117,2062,220.0,0.15277775000000002,19536.0,1.0,230.0,384.0,Thursday
2016-04-22,5372,3.54999995231628,3.54999995231628,0.0,0.0,0.0,3.54999995231628,0.0,0,0,220,1220,1827,139.0,0.09652783333333333,17582.0,1.0,292.0,500.0,Friday
2016-04-23,3570,2.35999989509583,2.35999989509583,0.0,0.0,0.0,2.35999989509583,0.0,0,0,139,1301,1645,0.0,0.0,14400.0,1.0,213.0,336.0,Saturday
2016-04-24,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1347,0.0,0.0,14400.0,1.0,318.0,480.0,Sunday
2016-04-25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1347,0.0,0.0,14400.0,1.0,323.0,512.0,Monday
2016-04-26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1347,1.0,0.0006944583333333334,14416.0,1.0,237.0,443.0,Tuesday
2016-04-27,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1439,1348,302.0,0.20972225,21294.0,2.0,259.0,456.0,Wednesday
2016-04-28,6907,4.57000017166138,4.57000017166138,0.0,0.0,0.0,4.55999994277954,0.0,0,0,302,1138,1992,247.0,0.17152779166666665,19840.0,1.0,312.0,452.0,Thursday
2016-04-29,4920,3.25,3.25,0.0,0.0,0.0,3.25,0.0,0,0,247,1082,1856,184.0,0.127777875,18844.0,1.0,501.0,541.0,Friday
2016-04-30,4014,2.67000007629395,2.67000007629395,0.0,0.0,0.0,2.65000009536743,0.0,0,0,184,218,1763,89.0,0.06180558333333334,16476.0,1.0,77.0,77.0,Saturday
2016-05-01,2573,1.70000004768372,1.70000004768372,0.0,0.0,0.259999990463257,1.45000004768372,0.0,0,7,75,585,1541,0.0,0.0,14408.0,1.0,322.0,332.0,Sunday
2016-05-02,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1348,184.0,0.12777779166666667,18626.0,1.0,478.0,536.0,Monday
2016-05-03,4059,2.6800000667572,2.6800000667572,0.0,0.0,0.0,2.6800000667572,0.0,0,0,184,1256,1742,87.0,0.06041666666666667,16562.0,1.0,226.0,248.0,Tuesday
2016-05-04,2080,1.37000000476837,1.37000000476837,0.0,0.0,0.0,1.37000000476837,0.0,0,0,87,1353,1549,120.0,0.08333333333333333,16992.0,1.0,385.0,408.0,Wednesday
2016-05-05,2237,1.48000001907349,1.48000001907349,0.0,0.0,0.0,1.48000001907349,0.0,0,0,120,1320,1589,2.0,0.0013888750000000001,14442.0,1.0,364.0,402.0,Thursday
2016-05-06,44,0.0299999993294477,0.0299999993294477,0.0,0.0,0.0,0.0299999993294477,0.0,0,0,2,1438,1351,0.0,0.0,14402.0,1.0,442.0,494.0,Friday
2016-05-07,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1347,0.0,0.0,14402.0,1.0,535.0,557.0,Saturday
2016-05-08,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1347,0.0,0.0,14400.0,1.0,465.0,491.0,Sunday
2016-05-09,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1347,0.0,0.0,14400.0,1.0,506.0,522.0,Monday
2016-05-10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1347,0.0,0.0,14400.0,1.0,515.0,551.0,Tuesday
2016-05-11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1347,0.0,0.0,6600.0,2.0,461.0,498.0,Wednesday
2016-05-12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,711,665,55.0,0.03819441666666667,15599.0,1.0,523.0,543.0,Thursday
2016-04-12,678,0.469999998807907,0.469999998807907,0.0,0.0,0.0,0.469999998807907,0.0,0,0,55,734,2220,32.0,0.022222208333333337,15014.0,1.0,59.0,65.0,Tuesday
2016-04-13,356,0.25,0.25,0.0,0.0,0.0,0.25,0.0,0,0,32,986,2151,106.0,0.07361116666666667,16633.0,1.0,533.0,550.0,Wednesday
2016-04-14,2163,1.5,1.5,0.0,0.0,0.400000005960464,1.10000002384186,0.0,0,9,88,1292,2383,51.0,0.035416666666666666,15508.0,1.0,692.0,722.0,Thursday
2016-04-15,980,0.680000007152557,0.680000007152557,0.0,0.0,0.0,0.680000007152557,0.0,0,0,51,941,2221,0.0,0.0,14400.0,1.0,467.0,501.0,Friday
2016-04-16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2064,0.0,0.0,14402.0,1.0,488.0,506.0,Saturday
2016-04-17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2063,17.0,0.011805583333333335,14736.0,1.0,505.0,516.0,Sunday
2016-04-18,244,0.170000001788139,0.170000001788139,0.0,0.0,0.0,0.170000001788139,0.0,0,0,17,1423,2111,0.0,0.0,14400.0,1.0,286.0,307.0,Monday
2016-04-19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2063,0.0,0.0,14400.0,1.0,497.0,522.0,Tuesday
2016-04-20,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2063,0.0,0.0,14407.0,1.0,523.0,546.0,Wednesday
2016-04-21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2064,10.0,0.006944458333333334,14612.0,1.0,490.0,516.0,Thursday
2016-04-22,149,0.100000001490116,0.100000001490116,0.0,0.0,0.0,0.100000001490116,0.0,0,0,10,1430,2093,145.0,0.10069441666666668,17444.0,1.0,484.0,500.0,Friday
2016-04-23,2945,2.03999996185303,2.03999996185303,0.0,0.0,0.0,2.03999996185303,0.0,0,0,145,1295,2499,90.0,0.06250004166666666,16227.0,1.0,478.0,506.0,Saturday
2016-04-24,2090,1.45000004768372,1.45000004768372,0.0,0.0700000002980232,0.239999994635582,1.13999998569489,0.0,1,6,75,1358,2324,12.0,0.008333333333333333,14650.0,1.0,474.0,512.0,Sunday
2016-04-25,152,0.109999999403954,0.109999999403954,0.0,0.0,0.0,0.109999999403954,0.0,0,0,12,1303,2100,192.0,0.133333375,18416.0,1.0,450.0,491.0,Monday
2016-04-26,3761,2.59999990463257,2.59999990463257,0.0,0.0,0.0,2.59999990463257,0.0,0,0,192,1058,2638,0.0,0.0,14402.0,1.0,507.0,530.0,Tuesday
2016-04-27,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2063,95.0,0.06597225,16411.0,1.0,602.0,638.0,Wednesday
